PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
3356;"Iglesia Catedral de las Fuerzas Armadas";"";"";"";"Metro: Ópera (Líneas 2, 5 y Ramal).  Bus: 31, 50, 65.  Bicimad: Estaciones 166 (calle Segovia, 26), 35 (plaza del Cordón, 1), 36 (plaza de Ramales), 9 (plaza de San Miguel, 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23e03d232e91f010VgnVCM1000000b205a0aRCRD";"SACRAMENTO";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439571";"4474051";"40.414889947123754";"-3.7122600779776733";"915 473 624";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3734;"Iglesia Convento del Santísimo Cristo del Pardo";"";"";"";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4961e79ee71c010VgnVCM1000000b205a0aRCRD";"CRISTO DE EL PARDO";"PISTA";"V";"11";"";"";"";"";"MADRID";"MADRID";"28048";"EL PARDO";"FUENCARRAL-EL PARDO";"433197";"4485709";"40.51942057602382";"-3.7886096812339356";"913 760 800";"";"administracion@cristodelpardo.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3363;"Iglesia Corpus Christi";"";"";"";"Metro: Ópera (Líneas Ramal, 2 y 5), La Latina (Línea 5), Tirso de Molina (línea 1), Sol (líneas 1, 2 y 3).  Bus: 31, 50, 65.  Cercanías Renfe: Sol (líneas C3 y C4).  Bicimad: Estaciones 35 (plaza del Cordón) y 9 (plaza de San Miguel, 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5f03d232e91f010VgnVCM1000000b205a0aRCRD";"CONDE DE MIRANDA";"PLAZA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439778";"4474041";"40.41481486646874";"-3.7098194568632374";"915 483 701";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3480;"Iglesia Cristo Rey de Argüelles";"";"";"";"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6), Moncloa (líneas 3 y 6).  Bus: 62, 74.  Bicimad: Estación 117 (calle Altamirano, 24).  Aparcamiento: Marqués de Urqujo (63) Marqués de Urquijo entre calle Princesa y calle Juan Álvarez de Mendizabal.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94d213db5b71c010VgnVCM1000000b205a0aRCRD";"MARTIN DE LOS HEROS";"CALLE";"V";"91";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439025";"4476146";"40.43185004573445";"-3.720161174548792";"915 497 544";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3573;"Iglesia de Nuestra Señora de las Maravillas";"";"";"";"Metro: Tribunal (líneas 1 y 10), Bilbao (líneas 1 y 4), Noviciado (línea 2), San Bernardo (líneas 2 y 4).  Bus: 002, 147.  Bicimad: Estaciones 11 (calle San Andrés, 18), 59 (calle Espíritu Santo, 30).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcd63d232e91f010VgnVCM1000000b205a0aRCRD";"DOS DE MAYO";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440263";"4475329";"40.42645802536706";"-3.7042148078055055";"910 115 565";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3743;"Iglesia de San Antón";"";"";"";"Metro: Chueca (línea 5), Tribunal (líneas 1 y 10), Alonso Martínez (líneas 4, 5 y 10).  Bus: 3.  Bicimad: Estación 6 (calle Hortaleza, 63).  Aparcamiento: Aparcamiento Escuelas de San Antón (91) Santa Brígida.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f213d232e91f010VgnVCM1000000b205a0aRCRD";"HORTALEZA";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440751";"4475069";"40.42413633753997";"-3.6984592609651266";"915 215 781";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18313;"Iglesia del Espíritu Santo";"";"";"";"Metro: República Argentina (Línea 6).  Bus: 16, 19, 51.  Bicimad: Estación 250 (calle Serrano, 113B).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22413d232e91f010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"125";"";"";"";"";"MADRID";"MADRID";"28006";"EL VISO";"SALAMANCA";"441811";"4477035";"40.441930828600455";"-3.6861445665284114";"915 632 024";"";"info@iglesiaespiritusanto.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3736;"Iglesia Esclavas del Sagrado Corazón de Jesús";"";"";"";"Metro: Iglesía (línea 1).  Bus: 16, 5, 61, 3, 37.  Bicimad: Estaciones 246 (calle Santa Engracia, 87), 125 (calle Fernández de la Hoz, 29).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=25513d232e91f010VgnVCM1000000b205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"10";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"440856";"4476258";"40.43486534899859";"-3.6973162781599918";"914 466 015";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18321;"Iglesia Madres Dominicas (Monasterio Santo Domingo el Real)";"";"";"";"Metro: Núñez de Balboa (líneas 5 y 9).  Bus: 61, 16, 19, 51, 9.  Bicimad: Estación 190 (calle Velázquez, 91).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=02306f065851c010VgnVCM2000000c205a0aRCRD";"CLAUDIO COELLO";"CALLE";"V";"112";"";"";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441877";"4476322";"40.43551247413873";"-3.6852893701013274";"915 635 542";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
60210;"Iglesia Nuestra Señora de la Bien Aparecida";"";"";"";"Metro: Ibiza (línea 9), Sainz de Baranda (línea 6, 9).  Bus: 26, 61, 63, C2, 15, 2, 215,   Bicimad: Estación 71 (calle Doce de Octubre, 28).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edf28ed67151c010VgnVCM2000000c205a0aRCRD";"PIO BAROJA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28009";"NIÑO JESUS";"RETIRO";"442758";"4474069";"40.41528491290429";"-3.674697191666304";"915 044 363";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
190377;"Iglesia Nuestra Señora de la Paz";"";"";"";"Metro: O'Donnell (Línea 6).  Bus:143, 156, 2, 30, 56, 203, 28, E2, E3, E4, E5, 71.  Bicimad: Estaciones 101 (calle Jorge Juan, 131), 62 (calle O'Donell, 50).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b207f5177659f010VgnVCM2000000c205a0aRCRD";"DOCTOR ESQUERDO";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28007";"IBIZA";"RETIRO";"443220";"4474654";"40.42057003126173";"-3.669306926466705";"";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3577;"Iglesia Nuestra Señora de Lourdes y San Justino. Iglesia de la Renovación Carismática";"";"";"";"Metro: Casa de Campo (Líneas 5 y 10).  Bus: 55, 65, 36, 39.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db30ef4d7f71c010VgnVCM1000000b205a0aRCRD";"SAN JUAN DE MATA";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28011";"LUCERO";"LATINA";"435679";"4472887";"40.40410342889008";"-3.7580243465540253";"917 113 660";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
60211;"Iglesia Nuestra Señora de Montserrat";"";"";"";"Metro: San Bernardo, (Líneas 2 y 4), Bilbao (Líneas 1 y 4).  Bus: 147, 3, 21, C03.  Bicimad: Estación 12 (calle San Bernardo, 85).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70138ed67151c010VgnVCM2000000c205a0aRCRD";"SAN BERNARDO";"CALLE";"V";"79";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"440071";"4475463";"40.42764597271771";"-3.70651199134605";"914 471 250";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18320;"Iglesia Padre Trinitarios";"";"";"";"Metro: Antón Martín (línea 1), Sol (líneas 1, 2 y 3).  Bus: 002, M1, 26, 32, 6.  Cercanías Renfe: Sol (líneas C3, C4 y Regional).  Bicimad: Estación 52 (plaza de Santa Ana, 10).  Aparcamiento: Plaza de Santa Ana (77).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f106f065851c010VgnVCM2000000c205a0aRCRD";"ECHEGARAY";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440755";"4474166";"40.414129374303215";"-3.699605145747945";"914 295 689";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3365;"Iglesia San Antonio de los Alemanes";"";"";"";"Metro: Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5), Noviciado (línea 2), Santo Domingo (línea 2), Chueca (línea 5), Tribunal (líneas 1 y 10).  Bus: 002.  Bicimad: Estación 52 (plaza Santa Ana, 10).  Aparcamiento: Barco 1 (88), calle Barco.";"Descripción monumental:  Proyectada por Pedro Sánchez, año 1624 y Francisco Seseña, año 1624 - 1633. Fachada, por Juan Gómez de Mora, año 1624 - 1630. Fundación de Felipe III, 1606. Magnífico ejemplo del Barroco madrileño con interesantes elementos arquitectónicos y frescos en paredes y cúpula que forman una unidad de espacio irreal. La gran cúpula oval, decorada con arquitecturas fingidas y escenas de la Apoteosis de San Francisco de Paula, de Francisco Ricci y Carreño de Miranda,refuerza esta impresión.  Lucas Jordán, sin pauta de continuidad, decora los muros curvos con escenas de la vida del San Antonio.  El retablo mayor, de mediados del siglo XVIII, es obra del arquitecto Miguel Fernández con el escultor Francisco Gutiérrez. Obra compleja, fue replanteada por Juan Gómez de Mora quien redibujó la fachada. Muestra un edificio anexo en ladrillo y planta triangular para la Hermandad del Refugio y Piedad de Madrid, fundada en 1615 con su tradicional 'ronda del pan y huevo'.  Dicho edificio data de la década de 1880, quizá por Ruiz de Salces quien proyectó la reforma de la fachada buscando la armonía total.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=614013db5b71c010VgnVCM1000000b205a0aRCRD";"CORREDERA BAJA DE SAN PABLO";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440321";"4474907";"40.42265490186256";"-3.7034981611686386";"915 223 774";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
18319;"Iglesia San Ignacio de los Vascos";"";"";"";"Metro: Antón Martín (Línea,1), Sol (líneas 1, 2 y 3).  Bus: 002, M1, 26, 32, 6.  Cercanías Renfe: Sol (líneas C3, C4 y Regional).  Bicimad: Estación 52 (plaza Santa Ana, 10).  Aparcamiento: Plaza de Santa Ana (77).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5aff6f065851c010VgnVCM2000000c205a0aRCRD";"PRINCIPE";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28012";"CORTES";"CENTRO";"440602";"4473981";"40.41433357305621";"-3.700102295186218";"914 297 236";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3368;"Iglesia San Ildefonso";"El monumento conmemorativo alberga los restos hallados en la cripta del convento. Con la colocación de los restos de Miguel de Cervantes en la nave de la actual iglesia del siglo XVIII  se cumple la voluntad testamentaria del autor de 'El Quijote'. Miguel de Cervantes, que fue enterrado en la primitiva iglesia el 23 de abril de 1616, expresó en su última voluntad descansar allí en agradecimiento a los Trinitarios que le liberaron de los cinco años y medio de cautiverio en Argel, en manos de los piratas berberiscos.  Descripción monumental: Construido por Marcos López entre 1673 y 1688 con gran austeridad constructiva y decorativa.";"";"";"Metro: Antón Martín (Línea 1).  Bus: 26, 32, 6, 002, M1.  Bicimad: Estaciones 27 (calle Jesús, 1), 41 (calle Atocha, 54).  Aparcamiento: Plaza de Santa Ana (77).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c1013db5b71c010VgnVCM1000000b205a0aRCRD";"LOPE DE VEGA";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440807";"4473907";"40.41367254153843";"-3.6976792276700987";"914 295 671";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
60228;"Iglesia San José de la Montaña";"";"";"";"Metro: Rubén Darío (Línea 5) , Alonso Martínez (Línea 4, 5 y 10), Bilbao (líneas 1 y 4).  Bus: 3, 7, 147, 40.  Bicimad: Estación 122 (calle Santa Engracia, 14).  Aparcamiento: Almagro (12) calle Almagro 11.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d638ed67151c010VgnVCM2000000c205a0aRCRD";"FERNANDEZ DE LA HOZ";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441046";"4475839";"40.431102895456284";"-3.6950416528397345";"913 101 600";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3728;"Iglesia San Martín de Tours";"";"";"";"Metro: Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5).  Bus: 001, 1, 2, 46, 74, 3, 002.  Bicimad: Estación 2 (calle Miguel de Moya, 1).  Aparcamientos: Luna-Tudescos (14) plaza de Santa María Soledad Torres Acosta con vuelta a calle Luna; Barco 1 (88) calle Barco.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df661e79ee71c010VgnVCM1000000b205a0aRCRD";"DESENGA&amp;Ntilde;O";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440223";"4474747";"40.421206925183576";"-3.704641098245361";"915 227 266";"";"info@anfesanmartin.org";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3732;"Iglesia San Pascual";"";"";"";"Metro: Banco de España (línea 2).  Bus: 14, 150, 27, 37, 45, 5, C03, 53, 001, 1, 146, 15, 2, 20, 203, 51, 52, 74, 9.  Cercanías Renfe: Recoletos (líneas C1, C2, C10 y Regional).  Bicimad: Estaciones 94 (paseo de Recoletos, 20), 19 (calle Prim, 2), 20a (calle Alcalá 49).  Aparcamientos: Garaje Piamonte (96) piamonte; plaza del Rey (54) plaza del Rey y calle Barquillo con calle Infantas.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=62861e79ee71c010VgnVCM1000000b205a0aRCRD";"RECOLETOS";"PASEO";"V";"11";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"441224";"4474733";"40.42115211611733";"-3.6928410119657986";"915 311 841";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3346;"Iglesia San Pedro el Viejo";"";"";"";"Metro: La Latina (Línea 5) Tirso de Molina (Línea 1).  Bus: 31, 50, 65.  Bicimad: Estación 35 (plaza del Cordón).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f35013db5b71c010VgnVCM1000000b205a0aRCRD";"NUNCIO";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439762";"4473863";"40.41320112124687";"-3.71000286701288";"913 692 037";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
